"dg-description","dg-ndc","dg-strength","dg-search-code","dg-supplier-code","dg-description-generic","dg-dispensing-units","dg-dea-class","dg-pkg-size-units","dg-standard-qty","dg-lot-nbr","dg-price(1)","dg-price(2)","dg-price(3)","dg-price(4)","dg-price(5)","dg-price(6)","dg-price(7)","dg-price(8)","dg-price(9)","dg-acquis-percent-of-awp","dg-fee-schedule","dg-tax-schedule","dg-compound-code","dg-drug-type-override","dg-hot-list-code","dg-unit-dose-code","dg-exception-price-percent","dg-exception-drug-y-n","dg-exception-prorate-y-n","dg-special-price-y-n","dg-external-use-y-n","dg-generic-y-n","dg-jobber-y-n","dg-maintenance-y-n","dg-inactive-code","dg-pkg-insert-y-n","dg-price-poster-qty","dg-state-code","dg-state-generic-y-n","dg-alt-product-code","dg-alt-product-type","dg-generic-ind","dg-generic-price-ind","dg-3pty-conv-factor","dg-comments","dg-date-last-change","dg-orange-book-code-fdb","dg-days-till-expires","dg-nbr-disp-pkgs","dg-message-nbr","dg-pkg-size-dec-metric","dg-obsolete-date","dg-ndc-new","dg-ndc-prev","dg-drug-form-code","dg-location-id","dg-location-device-id","dg-monitor-refills-y-n","dg-insulin-syringe","dg-non-insulin-syringe","dg-injectable-non-insulin","dg-otc","dg-state-restricted","dg-fertility","dg-vitamin","dg-desi-drug","dg-cosmetic-indications","dg-aids-related-drug","dg-smoking-deterrent","dg-fluoride","dg-ostomy-supplies","dg-topical-contraceptive","dg-misc-diabetic-supplies","dg-needle","dg-laxative","dg-insulin","dg-hematinic","dg-antacid","dg-diagnostic","dg-antiobesity-drug","dg-oral-contraceptive","dg-anti-anexiety-agent","dg-orange-book-code","dg-generic-code-seq-nbr","dg-preferred-product-code","dg-fdb-hic3-code","dg-skip-generic-disp-y-n","dg-nbr-of-doses-in-container","dg-date-last-update","dg-new-drug-y-n","dg-date-record-added","dg-time-record-added","dg-date-last-dispensed","dg-price-date-last-update(1)","dg-price-date-last-update(2)","dg-price-date-last-update(3)","dg-price-date-last-update(4)","dg-price-date-last-update(5)","dg-price-date-last-update(6)","dg-price-date-last-update(7)","dg-price-date-last-update(8)","dg-price-date-last-update(9)","dg-maintain-inventory-y-n","dg-maintain-0-on-hand-qty","dg-qty-on-hand-desired","dg-qty-on-hand","dg-qty-on-order","dg-qty-reorder","dg-reorder-point","dg-reorder-method-code","dg-meth2-min-days-sup","dg-meth2-max-days-sup","dg-meth2-min-reorder-qty","dg-meth2-max-reorder-qty","dg-date-ordered","dg-purchase-order-nbr","dg-inv-adj-percent","dg-inv-buffer-qty","dg-adjust-reorder-point","dg-inv-months-back","dg-inv-months-forward","dg-monthly-qty(1)","dg-monthly-qty(2)","dg-monthly-qty(3)","dg-monthly-qty(4)","dg-monthly-qty(5)","dg-monthly-qty(6)","dg-monthly-qty(7)","dg-monthly-qty(8)","dg-monthly-qty(9)","dg-monthly-qty(10)","dg-monthly-qty(11)","dg-monthly-qty(12)","dg-monthly-qty(13)","dg-monthly-rxs(1)","dg-monthly-rxs(2)","dg-monthly-rxs(3)","dg-monthly-rxs(4)","dg-monthly-rxs(5)","dg-monthly-rxs(6)","dg-monthly-rxs(7)","dg-monthly-rxs(8)","dg-monthly-rxs(9)","dg-monthly-rxs(10)","dg-monthly-rxs(11)","dg-monthly-rxs(12)","dg-monthly-rxs(13)","dg-date-dg-usage-rolled","dg-lot-date-expires","dg-warehouse-drug-y-n","dg-manual-or-fdb-drug","dg-ndc-configuration-ind","dg-drug-of-choice-ndc","dg-dummy-warehouse-y-n","dg-supplier-of-drug","dg-generic-code-nbr","dg-sup1-pkg-size","dg-sup2-pkg-size","dg-supplier-code-2","dg-supplier-of-drug-2","dg-route-code","dg-fdb-dosage-form-desc","dg-ingredient-message","dg-automed-dispensed-y-n","dg-code1-product-y-n","dg-record-type"
"PAP-PREMPRO 0.3 MG-1.5 MG TABL","03000000090",,"PREMPRO",,,"TA","06","00028",,,"00005.8279","00005.8279","00005.8279",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110511","03282017",,,,,"00028.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"053321","02",,,,,"Y","10142016","00002318","04082017",,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,"000000084",,,,,,,,,,"000000084",,"000000084","0000001",,,,,,,,,,"0000001",,"0000001","04082017",,,,,,,"03","0020769",,,,,,,,,,"01"
"PAP-PREMPRO 0.45-1.5 MG TABLET","03000000091",,"PREMPRO",,,"EA","06","00028",,,"00005.8279","00005.8279","00005.8279",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110611","11172016",,,,,"00028.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"052179","02",,,,,"Y","10142016","00002319",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0019739",,,,,,,,,,"01"
"PAP-PREMPRO 0.625-2.5 MG TABLE","03000000092",,"PREMPRO",,,"EA","06","00028",,,"00005.8279","00005.8279","00005.8279",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110711","11172016",,,,,"00028.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"022648","02",,,,,"Y","10152016","00000038",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0055731",,,,,,,,,,"01"
"PAP-PREMPRO 0.625-5 MG TABLET","03000000093",,"PREMPRO",,,"EA","06","00028",,,"00005.8279","00005.8279","00005.8279",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110811","11172016",,,,,"00028.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"022647","02",,,,,"Y","10142016","00002327",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0055730",,,,,,,,,,"01"
"PAP-PROCARDIA XL 30 MG TABLET","03000000133",,"PROCARDI",,,"TA","06","00100",,,"00005.5435","00000.5435","00000.5435",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00069265066","05022017",,,,,"00100.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"020616","02",,,,,"Y","10152016","00000518","04252017",,,,,,,,,,"Y",,,"0000300",,,,"0",,,,,,"4500000",,,,,,,"000000200","000000100",,,,,,,"000000312","000000500","000000400","000000300",,"0000002","0000001",,,,,,,"0000001","0000002","0000002","0000002","04012017",,,,,,,"03","0002221",,,,,,,,,,"01"
"PAP-PROCARDIA XL 60 MG TABLET","03000000138","60","PROCARDI","0","NIFEDIPINE","TA","06","00100",,,"00009.5930","00007.9942","00009.5930",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001",,"04112017",,,,,"00100.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"020617","02",,,,,"Y","11232016","00000016","03252017",,,,,,,,,,"Y",,,"0000100",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,"000000200","000000090",,,,,,,,,,,,"0000001","0000001","03252017",,,,,,,"03",,,,,,,,,,,"01"
"PAP-PULMICORT 180 MCG FLEXHALE","03000000119",,"PULMICOR",,,"EA","06","00001",,,"00240.5600","00240.5600","00240.5600",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186091612","04222017",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"622401","02",,,,,"Y","10152016","00000116","04292017",,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,"000000003","000000003",,,,,,,,,"000000002",,"000000003","0000001","0000001",,,,,,,,,"0000001",,"0000001","04292017",,,,,,,"03","0098025",,,,,,,,,,"01"
"PAP-SPIRIVA 18 MCG CP-HANDIHAL","03000000135",,"SPIRIVA",,,"CA","06","00090",,,"00013.6372","00013.6372","00013.6372",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00597007547","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"050714","02",,,,,"Y","10152016","00000522",,,,,,,,,,,"Y",,,"0000090",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10312016",,,,,,,"03","0017853",,,,,,,,,,"01"
"PAP-STELARA 45 MG/0.5 ML SYRIN","03000000094",,"STELARA",,,"EA","06","00001",,,"09827.7400","09827.7400","09827.7400",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","57894006003","11172016",,,,,"00000.5000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"065993","02",,,,,"Y","10142016","00002328",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0028158",,,,,,,,,,"01"
"PAP-STELARA 90 MG/ML SYRINGE C","03000000095",,"STELARA",,,"ML","06","00001",,,"13809.5900","13809.5900","13809.5900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","57894006103","03212017",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"065994","02",,,,,"Y","10142016","00002331","03212017",,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,"000000001","000000001",,,,,,,,,,,,"0000001","0000001","03212017",,,,,,,"03","0028159",,,,,,,,,,"01"
"PAP-STROMECTOL 3 MG TABLET MSD","03000000096",,"STROMECT",,,"EA","06","00020",,,"00004.6525","00004.6525","00004.6525",,,,,,,,"0000001",,"1",,"0","0",,,,,,"N",,,,,,,"N",,,,,"0001","00006003220","11172016",,,,,"00020.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"043094","02",,,,,"Y","10142016","00002332",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0093064",,,,,,,,,,"01"
"PAP-SYMBICORT 160-4.5 MCG INHA","03000000097",,"SYMBICOR",,,"GM","06","00011",,,"00031.7673","00031.7673","00031.7673",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186037020","04112017",,,,,"00010.2000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062726","02",,,,,"Y","10152016","00000013","04292017",,,,,,,,,,"Y",,,"0000127",,,,"0",,,,,,"4500000",,,,,,"000000033","000000044","000000066",,,,,,,,"000000025",,"000000066","0000001","0000001","0000001",,,,,,,,"0000002",,"0000003","04082017",,,,,,,"03","0098500",,,,,,,,,,"01"
"PAP-SYMBICORT 160-4.5 MCG INHA","03000000098",,"SYMBICOR",,,"GM","06","00006",,,"00039.5767","00039.5767","00039.5767",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186037028","01072017",,,,,"00006.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062726","02",,,,,"Y","10142016","00002333","01032017",,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,"000000018",,,,,,,,,,,,,"0000001","01032017",,,,,,,"03","0098500",,,,,,,,,,"01"
"PAP-SYMBICORT 80-4.5 MCG INHAL","03000000099",,"SYMBICOR",,"1","GM","06","00011",,,"00017.5164","00017.5164","00017.5164",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186037220","11172016",,,,,"00010.2000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062725","02",,,,,"Y","10152016","00000039",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0098499",,,,,,,,,,"01"
"PAP-SYMBICORT 80-4.5 MCG INHAL","03000000100",,,,,"GM","06","00007",,,"00029.4885","00029.4885","00029.4885",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186037228","11032016",,,,,"00006.9000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062725","02",,,,,"Y","10142016","00002336",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0098499",,,,,,,,,,"01"
"PAP-TIKOSYN 500 MCG CAPSULE","03000000140",,"TIKOSYN",,"DOFETILIDE","CA","06","00060",,,"00001.0000","00001.0000","00001.0000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001",,"02042017",,,,,"00060.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"044362","02",,,,,"Y","01212017","00001350",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03","0092307",,,,,,,,,,"01"
"PAP-TOUJEO SOLOSTAR 300 UNITS/","03000000101",,"TOUJEO",,,"ML","06","00002",,,"00067.0966","00067.0966","00067.0966",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00024586903","11172016",,,,,"00001.5000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"073567","02",,,,,"Y","10142016","00002337",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0037988",,,,,,,,,,"01"
"PAP-VENTOLIN HFA 90 MCG INHALE","03000000102","90","VENTOLIN",,"ALBUTEROL SULFATE","GM","06","00018",,,"00003.3772","00003.3772","00003.3772",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,"Y",,,"1","9","0001","00173068220","04252017","BX",,,,"00018.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"028090","02","B6W",,,,"Y","10142016","00002338","05062017",,,,,,,,,,"Y",,,"0001732",,,,"0",,,,,,"4500000",,,,,,"000000540","000000126","000000216","000000522",,,,,,"000000234","000000486","000000072","000000072","0000008","0000002","0000003","0000008",,,,,,"0000003","0000008","0000001","0000001","05062017",,,,,,,"03","0022913",,,,,,"BJ",,,,"01"
"PAP-VERAMYST 27.5 MCG NASAL SP","03000000103",,"VERAMYST",,,"GM","06","00010",,,"00022.6380","00022.6380","00022.6380",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173075300","02072017",,,,,"00010.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"062658","02",,,,,"Y","10142016","00002339","03112017",,,,,,,,,,"Y",,,"0000050",,,,"1",,,,,,"4500000",,,,,,"000000190","000000110",,,,,,,,"000000030","000000130","000000120","000000030","0000007","0000004",,,,,,,,"0000001","0000005","0000004","0000001","03112017",,,,,,,"03","0098432",,,,,,,,,,"01"
"PAP-VIAGRA 100 MG TABLET PFI","03000000106",,"VIAGRA",,,"TA","06","00030",,,"00048.2807","00048.2807","00048.2807",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00069422030","05022017",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"039191","02",,,,,"Y","10142016","00002342","03072017",,,,,,,,,,"Y",,"000003.000","0000030",,,,"0",,,,,,"4500000",,,,,,,"000000060",,,,,,,,"000000030",,"000000030","000000090",,"0000001",,,,,,,,"0000001",,"0000001","0000001","03072017",,,,,,,"03","0057903",,,,,,,,,,"01"
"PAP-VIAGRA 25 MG TABLET PFI","03000000104",,"VIAGRA",,,"TA","06","00030",,,"00048.2807","00048.2807","00048.2807",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00069420030","03082017",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"039189","02",,,,,"Y","10142016","00002339","02282017",,,,,,,,,,"Y",,,"0000030",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,"000000090",,"000000060",,,,,,,,,,,"0000001",,"0000002","02042017",,,,,,,"03","0057901",,,,,,,,,,"01"
"PAP-VIAGRA 50 MG TABLET PFI","03000000105",,"VIAGRA",,,"TA","06","00030",,,"00048.2807","00048.2807","00048.2807",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00069421030","03082017",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"039190","02",,,,,"Y","10152016","00000014","04222017",,,,,,,,,,"Y",,,"0000030",,,,"0",,,,,,"4500000",,,,,,"000000030",,,,,,,,,,,,"000000030","0000001",,,,,,,,,,,,"0000001","04222017",,,,,,,"03","0057902",,,,,,,,,,"01"
"PAP-VICTOZA 2-PAK 18 MG/3 ML P","03000000107",,"VICTOZA",,,"ML","06","00003",,,"00099.6833","00099.6833","00099.6833",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169406012","11172016",,,,,"00003.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"065344","02",,,,,"Y","10142016","00002342",,,,,,,,,,,"Y",,,"0000018",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0026189",,,,,,,,,,"01"
"PAP-VICTOZA 3-PAK 18 MG/3 ML P","03000000108",,"VICTOZA",,,"ML","06","00003",,,"00099.6844","00099.6844","00099.6844",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169406013","04112017",,,,,"00003.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"065344","02",,,,,"Y","10142016","00002343","04222017",,,,,,,,,,"Y",,,"0000033",,,,"0",,,,,,"4500000",,,,,,"000000036",,,,,,,,,,"000000012",,"000000003","0000001",,,,,,,,,,"0000001",,"0000001","04222017",,,,,,,"03","0026189",,,,,,,,,,"01"
"PAP-XALATAN 0.005% EYE DROPS P","03000000109",,"XALATAN",,,"ML","06","00003",,,"00051.8200","00051.8200","00051.8200",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00013830304","11172016",,,,,"00002.5000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"027370","02",,,,,"Y","10142016","00002344",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0032749",,,,,,,,,,"01"
"PAP-XARELTO 10 MG TABLET JAN","03000000112",,"XARELTO",,,"EA","06","00030",,,"00014.3843","00014.3843","00014.3843",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","50458058030","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"064493","02",,,,,"Y","10142016","00002350",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0014427",,,,,,,,,,"01"
"PAP-XARELTO 15 MG TABLET JAN","03000000110",,"XARELTO",,,"EA","06","00030",,,"00014.3843","00014.3843","00014.3843",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","50458057830","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"068118","02",,,,,"Y","10142016","00002346",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0030818",,,,,,,,,,"01"
"PAP-XARELTO 20 MG TABLET JAN","03000000111",,"XARELTO",,,"EA","06","00030",,,"00014.3843","00014.3843","00014.3843",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","50458057930","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"068119","02",,,,,"Y","10142016","00002348",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0030819",,,,,,,,,,"01"
"PAP-ZETIA 10 MG TABLET M/S","03000000113",,"ZETIA",,,"EA","06","00030",,,"00009.5200","00009.5200","00009.5200",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66582041431","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"051214","02",,,,,"Y","10142016","00002351",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0018387",,,,,,,,,,"01"
"PAP-ZYPREXA 10 MG TABLET LIL","03000000116",,"ZYPREXA",,,"EA","06","00030",,,"00018.4400","00018.4400","00018.4400",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002411730","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"027960","02",,,,,"Y","10142016","00002353",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0015082",,,,,,,,,,"01"
"PAP-ZYPREXA 15 MG TABLET LILD","03000000117",,"ZYPREXA",,,"EA","06","00030",,,"00027.6600","00027.6600","00027.6600",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002441530","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"041026","02","1","N","41027",,"Y","10142016","00002354",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0015085",,,,,,,,,,"01"
"PAP-ZYPREXA 20 MG TABLET LIL","03000000118",,"ZYPREXA",,,"EA","06","00030",,,"00036.8800","00036.8800","00036.8800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002442030","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"041027","02",,,,,"Y","10142016","00002358",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0015086",,,,,,,,,,"01"
"PAP-ZYPREXA 5 MG TABLET LIL","03000000114",,"ZYPREXA",,,"EA","06","00030",,,"00012.2370","00012.2370","00012.2370",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002411530","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"027961","02",,,,,"Y","10142016","00002352",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0015083",,,,,,,,,,"01"
"PAP-ZYPREXA 7.5 MG TABLET LIL","03000000115",,"ZYPREXA",,,"EA","06","00030",,,"00014.8920","00014.8920","00014.8920",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002411630","11172016",,,,,"00030.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"027959","02",,,,,"Y","10142016","00002353",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0015081",,,,,,,,,,"01"
"PARAGARD T 380-A IUD DMD","51285020401","380",,,"COPPER","EA","06","00001",,,"00886.8000","00886.8000","00886.8000",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"2","9","0001",,"05042017","ZC",,,,"00001.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"071203","01","X1C",,,"05032017","N","10142016","00000140",,,,,,,,,,,"Y",,"000001.000","0000001",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0034932",,,,,,"YI",,,,"01"
"PAROXETINE HCL 10 MG TABLETAPO","60505009701","10",,,"PAROXETINE HCL","TA","06","00030",,,"00002.6187","00002.6187","00002.6187",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"01032017","AB",,,,"00030.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"046222","01","H2S",,,"05032017","N","10172016","00002151",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,"01","0016364",,,,,,"TA",,,,"01"
"PAROXETINE HCL 10 MG TABLETAPO","60505009702","10",,,"PAROXETINE HCL","TA","06","00100",,,"00002.6180","00002.6180","00002.6180",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11032016","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"046222",,"H2S",,,"05032017","N","10152016","00000420","10152016",,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000240",,,,,,,,,,,,,"0000001","10152016",,,,"3",,,"01","0016364",,,,,,"TA",,,,"01"
